id,parentProductId,title,categories,description,quantity,price,active
3909,,Swiss Chard - Pink Lipstick,"Swiss Chard Seeds,VEGETABLE SEED INDEX","<p>Swiss Chard - Pink Lipstick. (Beta vulgaris ssp. cicla). 30 days for baby greens, 60 days for full grown greens.&nbsp; This pink swiss chard adds color to the garden. Approx. 930 seeds/oz.</p>",,,instock
3909-variation-0,3909,Swiss Chard - Pink Lipstick,,"<p>Swiss Chard - Pink Lipstick. (Beta vulgaris ssp. cicla). 30 days for baby greens, 60 days for full grown greens.&nbsp; This pink swiss chard adds color to the garden. Approx. 930 seeds/oz.</p>",1/10 oz. (93 seeds),2.00,instock
3909-variation-1,3909,Swiss Chard - Pink Lipstick,,"<p>Swiss Chard - Pink Lipstick. (Beta vulgaris ssp. cicla). 30 days for baby greens, 60 days for full grown greens.&nbsp; This pink swiss chard adds color to the garden. Approx. 930 seeds/oz.</p>",1 oz. (930 seeds),8.00,instock
3909-variation-2,3909,Swiss Chard - Pink Lipstick,,"<p>Swiss Chard - Pink Lipstick. (Beta vulgaris ssp. cicla). 30 days for baby greens, 60 days for full grown greens.&nbsp; This pink swiss chard adds color to the garden. Approx. 930 seeds/oz.</p>",4 oz.,25.00,instock
3909-variation-3,3909,Swiss Chard - Pink Lipstick,,"<p>Swiss Chard - Pink Lipstick. (Beta vulgaris ssp. cicla). 30 days for baby greens, 60 days for full grown greens.&nbsp; This pink swiss chard adds color to the garden. Approx. 930 seeds/oz.</p>",1 lb.,60.00,instock
3910,,Swiss Chard - Fordhook Giant,"Swiss Chard Seeds,VEGETABLE SEED INDEX",<p>Swiss Chard - Fordhook Giant</p>,,,instock
3910-variation-0,3910,Swiss Chard - Fordhook Giant,,<p>Swiss Chard - Fordhook Giant</p>,1/10 oz. (93 seeds),2,instock
3910-variation-1,3910,Swiss Chard - Fordhook Giant,,<p>Swiss Chard - Fordhook Giant</p>,1 oz. (930 seeds),6.00,instock
3910-variation-2,3910,Swiss Chard - Fordhook Giant,,<p>Swiss Chard - Fordhook Giant</p>,4 oz.,12.00,instock
3910-variation-3,3910,Swiss Chard - Fordhook Giant,,<p>Swiss Chard - Fordhook Giant</p>,1 lb.,22.00,instock
3910-variation-4,3910,Swiss Chard - Fordhook Giant,,<p>Swiss Chard - Fordhook Giant</p>,5 lbs.,75.00,instock
3911,,Swiss Chard - Lucullus,"Swiss Chard Seeds,MICROGREENS,VEGETABLE SEED INDEX",<p>Swiss Chard - Lucullus</p>,,,outofstock
3911-variation-0,3911,Swiss Chard - Lucullus,,<p>Swiss Chard - Lucullus</p>,1/10 oz. (93 seeds),3.75,outofstock
3911-variation-1,3911,Swiss Chard - Lucullus,,<p>Swiss Chard - Lucullus</p>,1 oz. (930 seeds),10.00,outofstock
3911-variation-2,3911,Swiss Chard - Lucullus,,<p>Swiss Chard - Lucullus</p>,4 oz.,15.00,outofstock
3911-variation-3,3911,Swiss Chard - Lucullus,,<p>Swiss Chard - Lucullus</p>,1 lb.,20.00,outofstock
3911-variation-4,3911,Swiss Chard - Lucullus,,<p>Swiss Chard - Lucullus</p>,5 lbs.,80.00,outofstock
4161,,Pyrrhocactus curvispinus v. cambarbalensis,"Pyrrhocactus,SEEDS  Cacti P,Cacti Seed List (A to Z),CACTI SEED INDEX",<p>Pyrrhocactus curvispinus v cambarbalensis</p>,,,instock
4161-variation-0,4161,Pyrrhocactus curvispinus v. cambarbalensis,,<p>Pyrrhocactus curvispinus v cambarbalensis</p>,25 seeds,1.50,instock
4161-variation-1,4161,Pyrrhocactus curvispinus v. cambarbalensis,,<p>Pyrrhocactus curvispinus v cambarbalensis</p>,100 seeds,3.50,instock
4161-variation-2,4161,Pyrrhocactus curvispinus v. cambarbalensis,,<p>Pyrrhocactus curvispinus v cambarbalensis</p>,500 seeds,13.50,instock
4161-variation-3,4161,Pyrrhocactus curvispinus v. cambarbalensis,,<p>Pyrrhocactus curvispinus v cambarbalensis</p>,1000 seeds,20.00,instock
4161-variation-4,4161,Pyrrhocactus curvispinus v. cambarbalensis,,<p>Pyrrhocactus curvispinus v cambarbalensis</p>,"5,000 seeds",70.00,instock
3913,,Swiss Chard - Rainbow Mixture,"Swiss Chard Seeds,MICROGREENS,VEGETABLE SEED INDEX",<p>Swiss Chard - Rainbow Mixture</p>,,,instock
3913-variation-0,3913,Swiss Chard - Rainbow Mixture,,<p>Swiss Chard - Rainbow Mixture</p>,1/10 oz. (93 seeds),2.5,instock
3913-variation-1,3913,Swiss Chard - Rainbow Mixture,,<p>Swiss Chard - Rainbow Mixture</p>,1 oz. (930 seeds),12.00,instock
3913-variation-2,3913,Swiss Chard - Rainbow Mixture,,<p>Swiss Chard - Rainbow Mixture</p>,4 oz.,28.00,instock
3913-variation-3,3913,Swiss Chard - Rainbow Mixture,,<p>Swiss Chard - Rainbow Mixture</p>,1 lb.,75.00,instock
3914,,Swiss Chard - Rhubarb,"Swiss Chard Seeds,VEGETABLE SEED INDEX",<p>Swiss Chard - Rhubarb</p>,,,outofstock
3914-variation-0,3914,Swiss Chard - Rhubarb,,<p>Swiss Chard - Rhubarb</p>,1/10 oz. (93 seeds),4.75,outofstock
3914-variation-1,3914,Swiss Chard - Rhubarb,,<p>Swiss Chard - Rhubarb</p>,1 oz. (930 seeds),15.00,outofstock
3914-variation-2,3914,Swiss Chard - Rhubarb,,<p>Swiss Chard - Rhubarb</p>,4 oz.,30.00,outofstock
3914-variation-3,3914,Swiss Chard - Rhubarb,,<p>Swiss Chard - Rhubarb</p>,1 lb.,80.00,outofstock
3914-variation-4,3914,Swiss Chard - Rhubarb,,<p>Swiss Chard - Rhubarb</p>,5 lbs.,325.00,outofstock
3915,,Swiss Chard - Ruby Red,"Swiss Chard Seeds,MICROGREENS,VEGETABLE SEED INDEX",<p>Swiss Chard - Ruby Red</p>,,,outofstock
3915-variation-0,3915,Swiss Chard - Ruby Red,,<p>Swiss Chard - Ruby Red</p>,1/10 oz. (93 seeds),3.75,outofstock
3915-variation-1,3915,Swiss Chard - Ruby Red,,<p>Swiss Chard - Ruby Red</p>,1 oz. (930 seeds),10.00,outofstock
3915-variation-2,3915,Swiss Chard - Ruby Red,,<p>Swiss Chard - Ruby Red</p>,4 oz.,15.00,outofstock
3915-variation-3,3915,Swiss Chard - Ruby Red,,<p>Swiss Chard - Ruby Red</p>,1 lb.,30.00,outofstock
3916,,Tomatillo - Grande Rio Verde,"Tomatillo Seeds,VEGETABLE SEED INDEX","<p>Tomatillo - Grande Rio Verde. 80 days. (Husk Tomato) Large fruited tomatillo with sweet green fruits enclosed in a papery husk. Vigorous prostrate vine. Used in salsa verde or in pies. Disease resistance. Approx. 10,000 seeds/oz.</p>",,,instock
3916-variation-0,3916,Tomatillo - Grande Rio Verde,,"<p>Tomatillo - Grande Rio Verde. 80 days. (Husk Tomato) Large fruited tomatillo with sweet green fruits enclosed in a papery husk. Vigorous prostrate vine. Used in salsa verde or in pies. Disease resistance. Approx. 10,000 seeds/oz.</p>",100 seeds,1.50,instock
3916-variation-1,3916,Tomatillo - Grande Rio Verde,,"<p>Tomatillo - Grande Rio Verde. 80 days. (Husk Tomato) Large fruited tomatillo with sweet green fruits enclosed in a papery husk. Vigorous prostrate vine. Used in salsa verde or in pies. Disease resistance. Approx. 10,000 seeds/oz.</p>",1/10 oz. (1000 seeds),8.00,instock
3916-variation-2,3916,Tomatillo - Grande Rio Verde,,"<p>Tomatillo - Grande Rio Verde. 80 days. (Husk Tomato) Large fruited tomatillo with sweet green fruits enclosed in a papery husk. Vigorous prostrate vine. Used in salsa verde or in pies. Disease resistance. Approx. 10,000 seeds/oz.</p>",1 oz. (10000 seeds),35.00,instock
3916-variation-3,3916,Tomatillo - Grande Rio Verde,,"<p>Tomatillo - Grande Rio Verde. 80 days. (Husk Tomato) Large fruited tomatillo with sweet green fruits enclosed in a papery husk. Vigorous prostrate vine. Used in salsa verde or in pies. Disease resistance. Approx. 10,000 seeds/oz.</p>",4 oz.,85.00,instock
3917,,Tomato - Ace 55 VF,"Tomato Seeds,VEGETABLE SEED INDEX",<p><strong></strong><strong> </strong>Tomato &ndash; Ace 55 VF</p>,,,outofstock
3917-variation-0,3917,Tomato - Ace 55 VF,,<p><strong></strong><strong> </strong>Tomato &ndash; Ace 55 VF</p>,100 seeds,1.50,outofstock
3917-variation-1,3917,Tomato - Ace 55 VF,,<p><strong></strong><strong> </strong>Tomato &ndash; Ace 55 VF</p>,1/10 oz. (1000 seeds),3.50,outofstock
3917-variation-2,3917,Tomato - Ace 55 VF,,<p><strong></strong><strong> </strong>Tomato &ndash; Ace 55 VF</p>,1 oz. (10000 seeds),15.00,outofstock
3917-variation-3,3917,Tomato - Ace 55 VF,,<p><strong></strong><strong> </strong>Tomato &ndash; Ace 55 VF</p>,4 oz.,35.00,outofstock
3917-variation-4,3917,Tomato - Ace 55 VF,,<p><strong></strong><strong> </strong>Tomato &ndash; Ace 55 VF</p>,1 lb.,100.00,outofstock
3918,,Tomato - Amish Paste,"Tomato Seeds,VEGETABLE SEED INDEX","<p>Tomato - Amish Paste (lycopersicon esculentum) 80 to 90 days to fruits.&nbsp; Indeterminate vines produce sparse, very large, meaty, oblong fruits that are excellent used fresh, canned, or made into a thick sauce.&nbsp; These are commonly rated among the tastiest of all tomatoes.&nbsp; Cultivation:&nbsp; Sow 30-60 days prior to last frost.</p>",,,outofstock
3918-variation-0,3918,Tomato - Amish Paste,,"<p>Tomato - Amish Paste (lycopersicon esculentum) 80 to 90 days to fruits.&nbsp; Indeterminate vines produce sparse, very large, meaty, oblong fruits that are excellent used fresh, canned, or made into a thick sauce.&nbsp; These are commonly rated among the tastiest of all tomatoes.&nbsp; Cultivation:&nbsp; Sow 30-60 days prior to last frost.</p>",100 seeds,1.75,outofstock
3918-variation-1,3918,Tomato - Amish Paste,,"<p>Tomato - Amish Paste (lycopersicon esculentum) 80 to 90 days to fruits.&nbsp; Indeterminate vines produce sparse, very large, meaty, oblong fruits that are excellent used fresh, canned, or made into a thick sauce.&nbsp; These are commonly rated among the tastiest of all tomatoes.&nbsp; Cultivation:&nbsp; Sow 30-60 days prior to last frost.</p>",1 gram (335 seeds),5.00,outofstock
3918-variation-2,3918,Tomato - Amish Paste,,"<p>Tomato - Amish Paste (lycopersicon esculentum) 80 to 90 days to fruits.&nbsp; Indeterminate vines produce sparse, very large, meaty, oblong fruits that are excellent used fresh, canned, or made into a thick sauce.&nbsp; These are commonly rated among the tastiest of all tomatoes.&nbsp; Cultivation:&nbsp; Sow 30-60 days prior to last frost.</p>",3 grams (1000 seeds),12.00,outofstock
3918-variation-3,3918,Tomato - Amish Paste,,"<p>Tomato - Amish Paste (lycopersicon esculentum) 80 to 90 days to fruits.&nbsp; Indeterminate vines produce sparse, very large, meaty, oblong fruits that are excellent used fresh, canned, or made into a thick sauce.&nbsp; These are commonly rated among the tastiest of all tomatoes.&nbsp; Cultivation:&nbsp; Sow 30-60 days prior to last frost.</p>",1 oz. (10000 seeds),40.00,outofstock
3918-variation-4,3918,Tomato - Amish Paste,,"<p>Tomato - Amish Paste (lycopersicon esculentum) 80 to 90 days to fruits.&nbsp; Indeterminate vines produce sparse, very large, meaty, oblong fruits that are excellent used fresh, canned, or made into a thick sauce.&nbsp; These are commonly rated among the tastiest of all tomatoes.&nbsp; Cultivation:&nbsp; Sow 30-60 days prior to last frost.</p>",4 oz.,120.00,outofstock
3919,,Tomato - Arkansas Traveler,"Tomato Seeds,VEGETABLE SEED INDEX",<p>Tomato - Arkansas Traveler</p>,,,outofstock
3919-variation-0,3919,Tomato - Arkansas Traveler,,<p>Tomato - Arkansas Traveler</p>,1 gram (335 seeds),3,outofstock
3920,,Tomato - Bonny Best,"Tomato Seeds,VEGETABLE SEED INDEX",<p>Tomato - Bonny Best</p>,,,outofstock
3920-variation-0,3920,Tomato - Bonny Best,,<p>Tomato - Bonny Best</p>,1 gram (375 seeds),5.75,outofstock
3920-variation-1,3920,Tomato - Bonny Best,,<p>Tomato - Bonny Best</p>,3 grams (1100 seeds),12.00,outofstock
3920-variation-2,3920,Tomato - Bonny Best,,<p>Tomato - Bonny Best</p>,1 oz. (11500 seeds),28.00,outofstock
3920-variation-3,3920,Tomato - Bonny Best,,<p>Tomato - Bonny Best</p>,4 oz.,80.00,outofstock
3921,,Tomato - Brandywine Pink,"Tomato Seeds,VEGETABLE SEED INDEX",<p>Tomato - Brandywine Pink</p>,,,outofstock
3921-variation-0,3921,Tomato - Brandywine Pink,,<p>Tomato - Brandywine Pink</p>,100 seeds,2,outofstock
3921-variation-1,3921,Tomato - Brandywine Pink,,<p>Tomato - Brandywine Pink</p>,1 gram (350 seeds),5.00,outofstock
3921-variation-2,3921,Tomato - Brandywine Pink,,<p>Tomato - Brandywine Pink</p>,1/10 oz. (1000 seeds),10.00,outofstock
3921-variation-3,3921,Tomato - Brandywine Pink,,<p>Tomato - Brandywine Pink</p>,1 oz. (10000 seeds),40.00,outofstock
3921-variation-4,3921,Tomato - Brandywine Pink,,<p>Tomato - Brandywine Pink</p>,4 oz.,120.00,outofstock
3922,,Tomato - Large Red Cherry,"Tomato Seeds,VEGETABLE SEED INDEX",<p><span>Tomato - Large Red Cherry</span></p>,,,outofstock
3922-variation-0,3922,Tomato - Large Red Cherry,,<p><span>Tomato - Large Red Cherry</span></p>,100 seeds,1.50,outofstock
3922-variation-1,3922,Tomato - Large Red Cherry,,<p><span>Tomato - Large Red Cherry</span></p>,1 gram (275 seeds),2,outofstock
3922-variation-2,3922,Tomato - Large Red Cherry,,<p><span>Tomato - Large Red Cherry</span></p>,1/10 oz (1000 seeds),3.00,outofstock
3922-variation-3,3922,Tomato - Large Red Cherry,,<p><span>Tomato - Large Red Cherry</span></p>,1 oz. (10000 seeds),14.00,outofstock
3922-variation-4,3922,Tomato - Large Red Cherry,,<p><span>Tomato - Large Red Cherry</span></p>,4 oz.,30.00,outofstock
3922-variation-5,3922,Tomato - Large Red Cherry,,<p><span>Tomato - Large Red Cherry</span></p>,1 lb.,75.00,outofstock
3923,,Tomato - Oregon Spring,"Tomato Seeds,VEGETABLE SEED INDEX",<p>Tomato - Oregon Spring</p>,,,outofstock
3923-variation-0,3923,Tomato - Oregon Spring,,<p>Tomato - Oregon Spring</p>,1 gram (335 seeds),4.75,outofstock
3923-variation-1,3923,Tomato - Oregon Spring,,<p>Tomato - Oregon Spring</p>,3 grams (1000 seeds),7.50,outofstock
3923-variation-2,3923,Tomato - Oregon Spring,,<p>Tomato - Oregon Spring</p>,1 oz. (10000 seeds),30.00,outofstock
3924,,Tomato - Red Pear,"Tomato Seeds,VEGETABLE SEED INDEX",<p>Tomato - Red Pear</p>,,,outofstock
3924-variation-0,3924,Tomato - Red Pear,,<p>Tomato - Red Pear</p>,1 gram (335 seeds),4.00,outofstock
3924-variation-1,3924,Tomato - Red Pear,,<p>Tomato - Red Pear</p>,1/10 oz.  (1100 seeds),8.00,outofstock
3924-variation-2,3924,Tomato - Red Pear,,<p>Tomato - Red Pear</p>,1 oz. (10000 seeds),25.00,outofstock
3924-variation-3,3924,Tomato - Red Pear,,<p>Tomato - Red Pear</p>,4 oz.,65.00,outofstock
3924-variation-4,3924,Tomato - Red Pear,,<p>Tomato - Red Pear</p>,1 lb.,180.00,outofstock
3925,,Tomato - Rio Grande,"Tomato Seeds,VEGETABLE SEED INDEX",<p>Tomato - Rio Grande</p>,,,outofstock
3925-variation-0,3925,Tomato - Rio Grande,,<p>Tomato - Rio Grande</p>,250 seeds,2.50,outofstock
3925-variation-1,3925,Tomato - Rio Grande,,<p>Tomato - Rio Grande</p>,1/10 oz. (1000 seeds),5.00,outofstock
3926,,Tomato - Roma,"Tomato Seeds,VEGETABLE SEED INDEX",<p>Tomato - Roma</p>,,,outofstock
3926-variation-0,3926,Tomato - Roma,,<p>Tomato - Roma</p>,100 seeds,1.50,outofstock
3926-variation-1,3926,Tomato - Roma,,<p>Tomato - Roma</p>,1/10 oz. (1000 seeds),3.75,outofstock
3926-variation-2,3926,Tomato - Roma,,<p>Tomato - Roma</p>,1 oz. (10000 seeds),15.00,outofstock
3926-variation-3,3926,Tomato - Roma,,<p>Tomato - Roma</p>,4 oz.,30.00,outofstock
3926-variation-4,3926,Tomato - Roma,,<p>Tomato - Roma</p>,1 lb.,80.00,outofstock
3927,,Tomato - Rutgers,"Tomato Seeds,VEGETABLE SEED INDEX",<p>Tomato - Rutgers</p>,,,outofstock
3927-variation-0,3927,Tomato - Rutgers,,<p>Tomato - Rutgers</p>,1 gram (335 seeds),4.75,outofstock
3927-variation-1,3927,Tomato - Rutgers,,<p>Tomato - Rutgers</p>,3 grams (1000 seeds),6.75,outofstock
3927-variation-2,3927,Tomato - Rutgers,,<p>Tomato - Rutgers</p>,1 oz. (10000 seeds),15.00,outofstock
3927-variation-3,3927,Tomato - Rutgers,,<p>Tomato - Rutgers</p>,4 oz.,30.00,outofstock
3928,,Tomato - VR Moscow,"Tomato Seeds,VEGETABLE SEED INDEX",<p>Tomato - VR Moscow</p>,,,outofstock
3928-variation-0,3928,Tomato - VR Moscow,,<p>Tomato - VR Moscow</p>,1 gram (335 seeds),4.75,outofstock
3928-variation-1,3928,Tomato - VR Moscow,,<p>Tomato - VR Moscow</p>,3 grams (1000 seeds),6.75,outofstock
3928-variation-2,3928,Tomato - VR Moscow,,<p>Tomato - VR Moscow</p>,1 oz. (10000 seeds),20.00,outofstock
3928-variation-3,3928,Tomato - VR Moscow,,<p>Tomato - VR Moscow</p>,4 oz.,60.00,outofstock
3928-variation-4,3928,Tomato - VR Moscow,,<p>Tomato - VR Moscow</p>,1 lb.,160.00,outofstock
3929,,Tomato - Yellow Pear,"Tomato Seeds,VEGETABLE SEED INDEX",<p>Tomato - Yellow Pear</p>,,,outofstock
3929-variation-0,3929,Tomato - Yellow Pear,,<p>Tomato - Yellow Pear</p>,100 seeds,1.50,outofstock
3929-variation-1,3929,Tomato - Yellow Pear,,<p>Tomato - Yellow Pear</p>,1/10 oz. (1000 seeds),5.00,outofstock
3929-variation-2,3929,Tomato - Yellow Pear,,<p>Tomato - Yellow Pear</p>,1/2 oz. (5000 seeds),15,outofstock
3929-variation-3,3929,Tomato - Yellow Pear,,<p>Tomato - Yellow Pear</p>,1 oz. (10000 seeds),24.00,outofstock
3929-variation-4,3929,Tomato - Yellow Pear,,<p>Tomato - Yellow Pear</p>,4 oz.,60.00,outofstock
3930,,Tomato - Yellow Plum,"Tomato Seeds,VEGETABLE SEED INDEX",<p>Tomato - Yellow Plum</p>,,,outofstock
3930-variation-0,3930,Tomato - Yellow Plum,,<p>Tomato - Yellow Plum</p>,1 gram (335 seeds),5.75,outofstock
3930-variation-1,3930,Tomato - Yellow Plum,,<p>Tomato - Yellow Plum</p>,3 grams (1000 seeds),9.85,outofstock
3930-variation-2,3930,Tomato - Yellow Plum,,<p>Tomato - Yellow Plum</p>,1 oz. (10000 seeds),24.00,outofstock
3930-variation-3,3930,Tomato - Yellow Plum,,<p>Tomato - Yellow Plum</p>,4 oz.,60.00,outofstock
3931,,Turnip - Purple Top White Globe,"Turnip Seeds,VEGETABLE SEED INDEX",<p>Turnip - Purple Top White Globe</p>,,,instock
3931-variation-0,3931,Turnip - Purple Top White Globe,,<p>Turnip - Purple Top White Globe</p>,1/10 oz. (1200 seeds),1.50,instock
3931-variation-1,3931,Turnip - Purple Top White Globe,,<p>Turnip - Purple Top White Globe</p>,1 oz. (12000 seeds),6.00,instock
3931-variation-2,3931,Turnip - Purple Top White Globe,,<p>Turnip - Purple Top White Globe</p>,4 oz.,10.00,instock
3931-variation-3,3931,Turnip - Purple Top White Globe,,<p>Turnip - Purple Top White Globe</p>,1 lb.,20.00,instock
3932,,Turnip - Seven Top,"Turnip Seeds,VEGETABLE SEED INDEX",<p>Turnip - Seven Top</p>,,,instock
3932-variation-0,3932,Turnip - Seven Top,,<p>Turnip - Seven Top</p>,1/10 oz. (1200 seeds),1.50,instock
3932-variation-1,3932,Turnip - Seven Top,,<p>Turnip - Seven Top</p>,1 oz. (12000 seeds),5.00,instock
3932-variation-2,3932,Turnip - Seven Top,,<p>Turnip - Seven Top</p>,4 oz.,15.00,instock
3932-variation-3,3932,Turnip - Seven Top,,<p>Turnip - Seven Top</p>,1 lb.,30.00,instock
3933,,Watermelon - Calsweet,"Watermelon Seeds,VEGETABLE SEED INDEX",<p>Watermelon - Calsweet</p>,,,outofstock
3933-variation-0,3933,Watermelon - Calsweet,,<p>Watermelon - Calsweet</p>,1/10 oz. (67 seeds),3.75,outofstock
3933-variation-1,3933,Watermelon - Calsweet,,<p>Watermelon - Calsweet</p>,1 oz. (675 seeds),12.00,outofstock
3933-variation-2,3933,Watermelon - Calsweet,,<p>Watermelon - Calsweet</p>,4 oz.,20.00,outofstock
3933-variation-3,3933,Watermelon - Calsweet,,<p>Watermelon - Calsweet</p>,1 lb.,45.00,outofstock
3934,,Watermelon - Crimson Sweet,"Watermelon Seeds,VEGETABLE SEED INDEX",<p>Watermelon - Crimson Sweet</p>,,,outofstock
3934-variation-0,3934,Watermelon - Crimson Sweet,,<p>Watermelon - Crimson Sweet</p>,1/10 oz. (75 seeds),3.75,outofstock
3934-variation-1,3934,Watermelon - Crimson Sweet,,<p>Watermelon - Crimson Sweet</p>,1 oz. (750 seeds),10.00,outofstock
3934-variation-2,3934,Watermelon - Crimson Sweet,,<p>Watermelon - Crimson Sweet</p>,4 oz.,20.00,outofstock
3934-variation-3,3934,Watermelon - Crimson Sweet,,<p>Watermelon - Crimson Sweet</p>,1 lb.,50.00,outofstock
3934-variation-4,3934,Watermelon - Crimson Sweet,,<p>Watermelon - Crimson Sweet</p>,5 lbs.,175.00,outofstock
3935,,Watermelon - Jubilee,"Watermelon Seeds,VEGETABLE SEED INDEX",<p>Watermelon - Jubilee</p>,,,outofstock
3935-variation-0,3935,Watermelon - Jubilee,,<p>Watermelon - Jubilee</p>,1/10 oz. (30 seeds),1.75,outofstock
3935-variation-1,3935,Watermelon - Jubilee,,<p>Watermelon - Jubilee</p>,1 oz. (300 seeds),8.00,outofstock
3935-variation-2,3935,Watermelon - Jubilee,,<p>Watermelon - Jubilee</p>,4 oz.,20.00,outofstock
3935-variation-3,3935,Watermelon - Jubilee,,<p>Watermelon - Jubilee</p>,1 lb.,45.00,outofstock
3936,,Watermelon - Moon & Stars (organic),"Watermelon Seeds,VEGETABLE SEED INDEX",<p>Watermelon - Moon &amp; Stars (organic)</p>,,,outofstock
3937,,Watermelon - Striped Klondike Blue Ribbon,"Watermelon Seeds,VEGETABLE SEED INDEX",<p>Watermelon - Striped Klondike Blue Ribbon</p>,,,outofstock
3937-variation-0,3937,Watermelon - Striped Klondike Blue Ribbon,,<p>Watermelon - Striped Klondike Blue Ribbon</p>,1/10 oz. (70 seeds),2,outofstock
3937-variation-1,3937,Watermelon - Striped Klondike Blue Ribbon,,<p>Watermelon - Striped Klondike Blue Ribbon</p>,1 oz. (700 seeds),7.00,outofstock
3937-variation-2,3937,Watermelon - Striped Klondike Blue Ribbon,,<p>Watermelon - Striped Klondike Blue Ribbon</p>,4 oz.,18.00,outofstock
3937-variation-3,3937,Watermelon - Striped Klondike Blue Ribbon,,<p>Watermelon - Striped Klondike Blue Ribbon</p>,1 lb.,45.00,outofstock
3937-variation-4,3937,Watermelon - Striped Klondike Blue Ribbon,,<p>Watermelon - Striped Klondike Blue Ribbon</p>,5 lbs.,130.00,outofstock
3938,,Watermelon - Sugar Baby,"Watermelon Seeds,VEGETABLE SEED INDEX",<p>Watermelon - Sugar Baby</p>,,,outofstock
3938-variation-0,3938,Watermelon - Sugar Baby,,<p>Watermelon - Sugar Baby</p>,1/10 oz. (60 seeds),2.50,outofstock
3938-variation-1,3938,Watermelon - Sugar Baby,,<p>Watermelon - Sugar Baby</p>,1 oz. (610 seeds),10.00,outofstock
3938-variation-2,3938,Watermelon - Sugar Baby,,<p>Watermelon - Sugar Baby</p>,4 oz.,20.00,outofstock
3938-variation-3,3938,Watermelon - Sugar Baby,,<p>Watermelon - Sugar Baby</p>,1 lb.,50.00,outofstock
3939,,"Radish, Sprouting - Daikon (organic)","Radish Seeds,MICROGREENS,VEGETABLE SEED INDEX","<p>Radish, Sprouting - Daikon (organic) microgreens</p>",,,outofstock
3940,,"Radish, Sprouting - Sango Purple","MICROGREENS,VEGETABLE SEED INDEX","<p>Radish, Sprouting - Sango Purple</p>",,,instock
3940-variation-0,3940,"Radish, Sprouting - Sango Purple",,"<p>Radish, Sprouting - Sango Purple</p>",1 oz.,10.00,instock
3940-variation-1,3940,"Radish, Sprouting - Sango Purple",,"<p>Radish, Sprouting - Sango Purple</p>",4 oz.,20.00,instock
3940-variation-2,3940,"Radish, Sprouting - Sango Purple",,"<p>Radish, Sprouting - Sango Purple</p>",1 lb.,50.00,instock
3941,,"Radish, Sprouting - Triton Purple","MICROGREENS,Sprouting Seeds,VEGETABLE SEED INDEX","<p>Radish, Sprouting - Triton Purple</p>",,,outofstock
3941-variation-0,3941,"Radish, Sprouting - Triton Purple",,"<p>Radish, Sprouting - Triton Purple</p>",1 oz.,6.00,outofstock
3941-variation-1,3941,"Radish, Sprouting - Triton Purple",,"<p>Radish, Sprouting - Triton Purple</p>",4 oz.,10.00,outofstock
3941-variation-2,3941,"Radish, Sprouting - Triton Purple",,"<p>Radish, Sprouting - Triton Purple</p>",1 lb.,20.00,outofstock
3941-variation-3,3941,"Radish, Sprouting - Triton Purple",,"<p>Radish, Sprouting - Triton Purple</p>",5 lbs.,55.00,outofstock
3942,,"Sunflower, Sprouting - Black Oil (organic)","MICROGREENS,VEGETABLE SEED INDEX","<p>Sunflower, Sprouting - Black Oil (organic)</p>",,,instock
3942-variation-0,3942,"Sunflower, Sprouting - Black Oil (organic)",,"<p>Sunflower, Sprouting - Black Oil (organic)</p>",4 oz.,8.00,instock
3942-variation-1,3942,"Sunflower, Sprouting - Black Oil (organic)",,"<p>Sunflower, Sprouting - Black Oil (organic)</p>",1 lb.,15.00,instock
3942-variation-2,3942,"Sunflower, Sprouting - Black Oil (organic)",,"<p>Sunflower, Sprouting - Black Oil (organic)</p>",5 lbs.,65.00,instock
3942-variation-3,3942,"Sunflower, Sprouting - Black Oil (organic)",,"<p>Sunflower, Sprouting - Black Oil (organic)</p>",25 lbs.,265.00,instock
3943,,Triticale (organic),"MICROGREENS,VEGETABLE SEED INDEX",<p>Triticale (organic)</p>,,,instock
3943-variation-0,3943,Triticale (organic),,<p>Triticale (organic)</p>,1 lb.,12.00,instock
3943-variation-1,3943,Triticale (organic),,<p>Triticale (organic)</p>,5 lbs.,20.00,instock
3944,,Triticale (winter),"MICROGREENS,Sprouting Seeds,VEGETABLE SEED INDEX",<p>Triticale (winter)</p>,,,instock
3944-variation-0,3944,Triticale (winter),,<p>Triticale (winter)</p>,1 lb.,8.00,instock
3944-variation-1,3944,Triticale (winter),,<p>Triticale (winter)</p>,5 lbs.,20.00,instock
3944-variation-2,3944,Triticale (winter),,<p>Triticale (winter)</p>,25 lbs.,55.00,instock
3944-variation-3,3944,Triticale (winter),,<p>Triticale (winter)</p>,50 lbs.,80.00,instock
3945,,"Bean, Shell - Pinto","Bean Seeds,VEGETABLE SEED INDEX","<p>Bean, Shell - Pinto</p>",,,outofstock
3945-variation-0,3945,"Bean, Shell - Pinto",,"<p>Bean, Shell - Pinto</p>",1 oz. (81 seeds),2.75,outofstock
3945-variation-1,3945,"Bean, Shell - Pinto",,"<p>Bean, Shell - Pinto</p>",4 oz. (325 seeds),6.75,outofstock
3945-variation-2,3945,"Bean, Shell - Pinto",,"<p>Bean, Shell - Pinto</p>",1 lb. (1300),15.00,outofstock
3945-variation-3,3945,"Bean, Shell - Pinto",,"<p>Bean, Shell - Pinto</p>",5 lbs.,30.00,outofstock
