id,parentProductId,title,categories,description,quantity,price,active
353,,Seeds Artemisia tridentata ssp. vaseyana,"TREE/SHRUB SEEDS (A to Z),SHRUB SEEDS (A to Z),Artemisia Seeds,TREE & SHRUB SEED INDEX",<p>Artemisia tridentata ssp. vaseyana (Mountain Big Sagebrush).</p>,,,instock
353-variation-0,353,Seeds Artemisia tridentata ssp. vaseyana,,<p>Artemisia tridentata ssp. vaseyana (Mountain Big Sagebrush).</p>,1/10 oz.,2.00,instock
353-variation-1,353,Seeds Artemisia tridentata ssp. vaseyana,,<p>Artemisia tridentata ssp. vaseyana (Mountain Big Sagebrush).</p>,1 oz.,8.00,instock
353-variation-2,353,Seeds Artemisia tridentata ssp. vaseyana,,<p>Artemisia tridentata ssp. vaseyana (Mountain Big Sagebrush).</p>,4 oz.,20.00,instock
353-variation-3,353,Seeds Artemisia tridentata ssp. vaseyana,,<p>Artemisia tridentata ssp. vaseyana (Mountain Big Sagebrush).</p>,8 oz.,35.00,instock
354,,Seeds Atriplex confertifolia (Shadescale saltbush),"TREE/SHRUB SEEDS (A to Z),SHRUB SEEDS (A to Z),Atriplex Seeds,TREE & SHRUB SEED INDEX","<p>Atriplex confertifolia (Shadscale Saltbush). Native Perennial Shrub; Height, 1-3 Feet. Requires 4"" minimum precipitation. 64,900 seeds per pound.</p>",,,instock
354-variation-0,354,Seeds Atriplex confertifolia (Shadescale saltbush),,"<p>Atriplex confertifolia (Shadscale Saltbush). Native Perennial Shrub; Height, 1-3 Feet. Requires 4"" minimum precipitation. 64,900 seeds per pound.</p>",1/10 oz.,1.85,instock
354-variation-1,354,Seeds Atriplex confertifolia (Shadescale saltbush),,"<p>Atriplex confertifolia (Shadscale Saltbush). Native Perennial Shrub; Height, 1-3 Feet. Requires 4"" minimum precipitation. 64,900 seeds per pound.</p>",1 oz.,8.00,instock
354-variation-2,354,Seeds Atriplex confertifolia (Shadescale saltbush),,"<p>Atriplex confertifolia (Shadscale Saltbush). Native Perennial Shrub; Height, 1-3 Feet. Requires 4"" minimum precipitation. 64,900 seeds per pound.</p>",4 oz.,20.00,instock
354-variation-3,354,Seeds Atriplex confertifolia (Shadescale saltbush),,"<p>Atriplex confertifolia (Shadscale Saltbush). Native Perennial Shrub; Height, 1-3 Feet. Requires 4"" minimum precipitation. 64,900 seeds per pound.</p>",1lb.,40.00,instock
355,,Seeds Atriplex gardneri,"TREE/SHRUB SEEDS (A to Z),Atriplex Seeds,SHRUB SEEDS (A to Z),TREE & SHRUB SEED INDEX","<p>Atriplex gardneri (Gardner's saltbrush). Email for availability and current pricing.</p>",,,instock
356,,Seeds Ceratoides lanata (Winterfat),"TREE/SHRUB SEEDS (A to Z),SHRUB SEEDS (A to Z),Ceratoides Seeds,TREE & SHRUB SEED INDEX",<p>Ceratoides lanata (Winterfat)</p>,,,instock
356-variation-0,356,Seeds Ceratoides lanata (Winterfat),,<p>Ceratoides lanata (Winterfat)</p>,1/10 oz.,2.50,instock
356-variation-1,356,Seeds Ceratoides lanata (Winterfat),,<p>Ceratoides lanata (Winterfat)</p>,1 oz.,8.00,instock
356-variation-2,356,Seeds Ceratoides lanata (Winterfat),,<p>Ceratoides lanata (Winterfat)</p>,4 oz.,20.00,instock
356-variation-3,356,Seeds Ceratoides lanata (Winterfat),,<p>Ceratoides lanata (Winterfat)</p>,8 oz.,35.00,instock
356-variation-4,356,Seeds Ceratoides lanata (Winterfat),,<p>Ceratoides lanata (Winterfat)</p>,1 lb.,55.00,instock
357,,Seeds Chrysothamnus nauseosus,"TREE/SHRUB SEEDS (A to Z),SHRUB SEEDS (A to Z),TREE & SHRUB SEED INDEX",<p>Chrysothamnus nauseosus (Rubber rabbitbrush)</p>,,,outofstock
357-variation-0,357,Seeds Chrysothamnus nauseosus,,<p>Chrysothamnus nauseosus (Rubber rabbitbrush)</p>,4 oz.,25.00,outofstock
357-variation-1,357,Seeds Chrysothamnus nauseosus,,<p>Chrysothamnus nauseosus (Rubber rabbitbrush)</p>,8 oz.,40.00,outofstock
357-variation-2,357,Seeds Chrysothamnus nauseosus,,<p>Chrysothamnus nauseosus (Rubber rabbitbrush)</p>,1 lb.,60.00,outofstock
467,,Seeds Ziziphus jujuba var. spinosa,"SHRUB SEEDS (A to Z),TREE/SHRUB SEEDS (A to Z),Ziziphus Seeds,TREE & SHRUB SEED INDEX","<p>Ziziphus jujuba var. spinosa (Chinese date). Aka <span id=""yui_3_17_2_4_1462637568562_1198"">Ziziphus jujuba Mill var. Spinosa.</span> The extract is used as a medicinal herb for the treatment of Insomnia and anxiety. The <span id=""yui_3_17_2_4_1462637568562_1183"">Zizyphus spinosa and Zizyphus jujuba are two closely related plants. <br /></span></p>",,,outofstock
467-variation-0,467,Seeds Ziziphus jujuba var. spinosa,,"<p>Ziziphus jujuba var. spinosa (Chinese date). Aka <span id=""yui_3_17_2_4_1462637568562_1198"">Ziziphus jujuba Mill var. Spinosa.</span> The extract is used as a medicinal herb for the treatment of Insomnia and anxiety. The <span id=""yui_3_17_2_4_1462637568562_1183"">Zizyphus spinosa and Zizyphus jujuba are two closely related plants. <br /></span></p>",25 seeds,2.50,outofstock
398,,Seeds Pinus edulis (Nut pine),"TREE/SHRUB SEEDS (A to Z),TREE SEEDS (A to Z),Pinus Seeds,TREE & SHRUB SEED INDEX",<p>Pinus edulis (Nut pine)</p>,,,outofstock
398-variation-0,398,Seeds Pinus edulis (Nut pine),,<p>Pinus edulis (Nut pine)</p>,25 seeds,2,outofstock
359,,Seeds Fallugia paradoxa,"TREE/SHRUB SEEDS (A to Z),SHRUB SEEDS (A to Z),Fallugia Seeds,TREE & SHRUB SEED INDEX",<p>Fallugia paradoxa (Apache plume). Email for availability and current pricing.</p>,,,outofstock
360,,Seeds Juniperus scopulorum (Rocky Mt. Juniper),"TREE/SHRUB SEEDS (A to Z),Juniperus Seeds,SHRUB SEEDS (A to Z),TREE & SHRUB SEED INDEX",<p>Juniperus scopulorum (Rocky Mt. Juniper)</p>,,,instock
360-variation-0,360,Seeds Juniperus scopulorum (Rocky Mt. Juniper),,<p>Juniperus scopulorum (Rocky Mt. Juniper)</p>,25 seeds,1.25,instock
360-variation-1,360,Seeds Juniperus scopulorum (Rocky Mt. Juniper),,<p>Juniperus scopulorum (Rocky Mt. Juniper)</p>,1/10 oz. (100 seeds),2.00,instock
360-variation-2,360,Seeds Juniperus scopulorum (Rocky Mt. Juniper),,<p>Juniperus scopulorum (Rocky Mt. Juniper)</p>,1 oz.,15.00,instock
360-variation-3,360,Seeds Juniperus scopulorum (Rocky Mt. Juniper),,<p>Juniperus scopulorum (Rocky Mt. Juniper)</p>,8 oz.,60.00,instock
360-variation-4,360,Seeds Juniperus scopulorum (Rocky Mt. Juniper),,<p>Juniperus scopulorum (Rocky Mt. Juniper)</p>,1 lb,100.00,instock
608,,Seeds Hechtia argentea,"Succulent Seeds A-Z,SEEDS Succulents G-H,Hechtia Seeds,SUCCULENT SEED INDEX",<p>Hechtia argentea</p>,,,outofstock
608-variation-0,608,Seeds Hechtia argentea,,<p>Hechtia argentea</p>,25 seeds,1.50,outofstock
609,,Seeds Dinteranthus microspermus,"Succulent Seeds A-Z,SEEDS Succulents D,Mesembryanthemum,Dinteranthus Seeds,SUCCULENT SEED INDEX",<p>Dinteranthus microspermus.</p>,,,outofstock
609-variation-0,609,Seeds Dinteranthus microspermus,,<p>Dinteranthus microspermus.</p>,100 seeds,5.00,outofstock
831,,Armatocereus laetus,"Cacti Seed List (A to Z),SEEDS Cacti A,Armatocereus,CACTI SEED INDEX","<p>Armatocereus laetus. Hardy to 35&deg; F. Tropical cactus, protect fom frost. Full sun to part shade. Columnar tree cactus, up to 20' tall. Regular water summer, little water in winter. 4"" long, white nocturnal flowers. Origin: Northern Peru</p>",,,instock
831-variation-0,831,Armatocereus laetus,,"<p>Armatocereus laetus. Hardy to 35&deg; F. Tropical cactus, protect fom frost. Full sun to part shade. Columnar tree cactus, up to 20' tall. Regular water summer, little water in winter. 4"" long, white nocturnal flowers. Origin: Northern Peru</p>",25 seeds,1.50,instock
831-variation-1,831,Armatocereus laetus,,"<p>Armatocereus laetus. Hardy to 35&deg; F. Tropical cactus, protect fom frost. Full sun to part shade. Columnar tree cactus, up to 20' tall. Regular water summer, little water in winter. 4"" long, white nocturnal flowers. Origin: Northern Peru</p>",100 seeds,3.50,instock
831-variation-2,831,Armatocereus laetus,,"<p>Armatocereus laetus. Hardy to 35&deg; F. Tropical cactus, protect fom frost. Full sun to part shade. Columnar tree cactus, up to 20' tall. Regular water summer, little water in winter. 4"" long, white nocturnal flowers. Origin: Northern Peru</p>",500 seeds,15.00,instock
832,,Arrojadoa heimenii,"Cacti Seed List (A to Z),SEEDS Cacti A,Arrojadoa,CACTI SEED INDEX",<p>Arrojadoa heimenii</p>,,,outofstock
832-variation-0,832,Arrojadoa heimenii,,<p>Arrojadoa heimenii</p>,25 seeds,1.50,outofstock
833,,Arrojadoa penicillata,"Cacti Seed List (A to Z),SEEDS Cacti A,Arrojadoa,CACTI SEED INDEX","<p>Arrojadoa penicillata. Hardy to 35&deg;F. Tropical cactus, protect fom frost. Full sun to part shade. Shrubby cactus, branching at the base, up to 6.5' tall. Regular water summer, little water in winter. Clusters of purplish flowers. Origin: Brazil.</p>",,,instock
833-variation-0,833,Arrojadoa penicillata,,"<p>Arrojadoa penicillata. Hardy to 35&deg;F. Tropical cactus, protect fom frost. Full sun to part shade. Shrubby cactus, branching at the base, up to 6.5' tall. Regular water summer, little water in winter. Clusters of purplish flowers. Origin: Brazil.</p>",25 seeds,1.50,instock
833-variation-1,833,Arrojadoa penicillata,,"<p>Arrojadoa penicillata. Hardy to 35&deg;F. Tropical cactus, protect fom frost. Full sun to part shade. Shrubby cactus, branching at the base, up to 6.5' tall. Regular water summer, little water in winter. Clusters of purplish flowers. Origin: Brazil.</p>",100 seeds,3.50,instock
833-variation-2,833,Arrojadoa penicillata,,"<p>Arrojadoa penicillata. Hardy to 35&deg;F. Tropical cactus, protect fom frost. Full sun to part shade. Shrubby cactus, branching at the base, up to 6.5' tall. Regular water summer, little water in winter. Clusters of purplish flowers. Origin: Brazil.</p>",500 seeds,13.5,instock
833-variation-3,833,Arrojadoa penicillata,,"<p>Arrojadoa penicillata. Hardy to 35&deg;F. Tropical cactus, protect fom frost. Full sun to part shade. Shrubby cactus, branching at the base, up to 6.5' tall. Regular water summer, little water in winter. Clusters of purplish flowers. Origin: Brazil.</p>",1000 seeds,22,instock
834,,Arrojadoa reflexa,"Cacti Seed List (A to Z),SEEDS Cacti A,Arrojadoa,CACTI SEED INDEX","<p>Arrojadoa reflexa. USDA 10. Protect from frost. Full sun to part shade. Shrubby cactus, branching at the base, up to 6.5' tall. Regular water summer, little water in winter. Purple flowers. Origin: Brazil.</p>",,,instock
834-variation-0,834,Arrojadoa reflexa,,"<p>Arrojadoa reflexa. USDA 10. Protect from frost. Full sun to part shade. Shrubby cactus, branching at the base, up to 6.5' tall. Regular water summer, little water in winter. Purple flowers. Origin: Brazil.</p>",25 seeds,1.5,instock
834-variation-1,834,Arrojadoa reflexa,,"<p>Arrojadoa reflexa. USDA 10. Protect from frost. Full sun to part shade. Shrubby cactus, branching at the base, up to 6.5' tall. Regular water summer, little water in winter. Purple flowers. Origin: Brazil.</p>",100 seeds,3.75,instock
834-variation-2,834,Arrojadoa reflexa,,"<p>Arrojadoa reflexa. USDA 10. Protect from frost. Full sun to part shade. Shrubby cactus, branching at the base, up to 6.5' tall. Regular water summer, little water in winter. Purple flowers. Origin: Brazil.</p>",500 seeds,15,instock
834-variation-3,834,Arrojadoa reflexa,,"<p>Arrojadoa reflexa. USDA 10. Protect from frost. Full sun to part shade. Shrubby cactus, branching at the base, up to 6.5' tall. Regular water summer, little water in winter. Purple flowers. Origin: Brazil.</p>",1000 seeds,27.5,instock
834-variation-4,834,Arrojadoa reflexa,,"<p>Arrojadoa reflexa. USDA 10. Protect from frost. Full sun to part shade. Shrubby cactus, branching at the base, up to 6.5' tall. Regular water summer, little water in winter. Purple flowers. Origin: Brazil.</p>",5000 seeds,85.00,instock
835,,Astrophytum capricorne v. major,"Cacti Seed List (A to Z),SEEDS Cacti A,Astrophytum,CACTI SEED INDEX",<p>Astrophytum capricorne v. major.</p>,,,outofstock
835-variation-0,835,Astrophytum capricorne v. major,,<p>Astrophytum capricorne v. major.</p>,25 seeds,2.00,outofstock
825,,Armatocereus godingianus,"Cacti Seed List (A to Z),SEEDS Cacti A,Armatocereus,CACTI SEED INDEX","<p>Armatocereus godingianus. Hardy to 35&deg; F. Tropical cactus, keep from frost. Full sun to part shade. Columnar tree cactus, up to 30' tall. Regular water summer, little water in winter. Large (up to 4"" long) white nocturnal flowers. Origin: Ecuador.</p>",,,instock
825-variation-0,825,Armatocereus godingianus,,"<p>Armatocereus godingianus. Hardy to 35&deg; F. Tropical cactus, keep from frost. Full sun to part shade. Columnar tree cactus, up to 30' tall. Regular water summer, little water in winter. Large (up to 4"" long) white nocturnal flowers. Origin: Ecuador.</p>",25 seeds,1.50,instock
825-variation-1,825,Armatocereus godingianus,,"<p>Armatocereus godingianus. Hardy to 35&deg; F. Tropical cactus, keep from frost. Full sun to part shade. Columnar tree cactus, up to 30' tall. Regular water summer, little water in winter. Large (up to 4"" long) white nocturnal flowers. Origin: Ecuador.</p>",100 seeds,3.50,instock
825-variation-2,825,Armatocereus godingianus,,"<p>Armatocereus godingianus. Hardy to 35&deg; F. Tropical cactus, keep from frost. Full sun to part shade. Columnar tree cactus, up to 30' tall. Regular water summer, little water in winter. Large (up to 4"" long) white nocturnal flowers. Origin: Ecuador.</p>",500 seeds,13.5,instock
825-variation-3,825,Armatocereus godingianus,,"<p>Armatocereus godingianus. Hardy to 35&deg; F. Tropical cactus, keep from frost. Full sun to part shade. Columnar tree cactus, up to 30' tall. Regular water summer, little water in winter. Large (up to 4"" long) white nocturnal flowers. Origin: Ecuador.</p>",1000 seeds,20.00,instock
825-variation-4,825,Armatocereus godingianus,,"<p>Armatocereus godingianus. Hardy to 35&deg; F. Tropical cactus, keep from frost. Full sun to part shade. Columnar tree cactus, up to 30' tall. Regular water summer, little water in winter. Large (up to 4"" long) white nocturnal flowers. Origin: Ecuador.</p>",5000 seeds,75.00,instock
862,,Brasilicactus graessneri,"Cacti Seed List (A to Z),SEEDS Cacti B,Brasilicactus,CACTI SEED INDEX","<p>Brasilicactus graessneri. USDA 10a-11. Hardy to 32&deg; F.&nbsp; Protect from frost. Light shade, best for cool locations. Solitary stem grows to 3"" tall, 3"" in diameter. Moderate water summer, dry during winter. Yellowish green flowers. Origin:&nbsp; Brazil.</p>",,,instock
862-variation-0,862,Brasilicactus graessneri,,"<p>Brasilicactus graessneri. USDA 10a-11. Hardy to 32&deg; F.&nbsp; Protect from frost. Light shade, best for cool locations. Solitary stem grows to 3"" tall, 3"" in diameter. Moderate water summer, dry during winter. Yellowish green flowers. Origin:&nbsp; Brazil.</p>",25 seeds,1.50,instock
862-variation-1,862,Brasilicactus graessneri,,"<p>Brasilicactus graessneri. USDA 10a-11. Hardy to 32&deg; F.&nbsp; Protect from frost. Light shade, best for cool locations. Solitary stem grows to 3"" tall, 3"" in diameter. Moderate water summer, dry during winter. Yellowish green flowers. Origin:&nbsp; Brazil.</p>",100 seeds,3.50,instock
862-variation-2,862,Brasilicactus graessneri,,"<p>Brasilicactus graessneri. USDA 10a-11. Hardy to 32&deg; F.&nbsp; Protect from frost. Light shade, best for cool locations. Solitary stem grows to 3"" tall, 3"" in diameter. Moderate water summer, dry during winter. Yellowish green flowers. Origin:&nbsp; Brazil.</p>",500 seeds,15.00,instock
862-variation-3,862,Brasilicactus graessneri,,"<p>Brasilicactus graessneri. USDA 10a-11. Hardy to 32&deg; F.&nbsp; Protect from frost. Light shade, best for cool locations. Solitary stem grows to 3"" tall, 3"" in diameter. Moderate water summer, dry during winter. Yellowish green flowers. Origin:&nbsp; Brazil.</p>",1000 seeds,27.50,instock
873,,Corryocactus urmiriensis,"Cacti Seed List (A to Z),SEEDS  Cacti C,Corryocactus,CACTI SEED INDEX",<p>Corryocactus urmiriensis</p>,,,instock
873-variation-0,873,Corryocactus urmiriensis,,<p>Corryocactus urmiriensis</p>,25 seeds,1.50,instock
873-variation-1,873,Corryocactus urmiriensis,,<p>Corryocactus urmiriensis</p>,100 seeds,3.50,instock
873-variation-2,873,Corryocactus urmiriensis,,<p>Corryocactus urmiriensis</p>,500 seeds,10.00,instock
873-variation-3,873,Corryocactus urmiriensis,,<p>Corryocactus urmiriensis</p>,1000 seeds,16.00,instock
873-variation-4,873,Corryocactus urmiriensis,,<p>Corryocactus urmiriensis</p>,5000 seeds,60.00,instock
828,,Acanthocalycium ferrari,"Cacti Seed List (A to Z),SEEDS Cacti A,Acanthocalycium,CACTI SEED INDEX","<p>Acanthocalycium ferrari. USDA: 8b-11. Frost hardy to 10&deg; F for short durations. Growth Habits: Usually solitary growth to 8"" tall, 5"" diameter. Summer, regular water; winter little to no water. Yellow or orange flowers, up to 2"" diameter. Origin: Argentina.&nbsp;</p>",,,instock
828-variation-0,828,Acanthocalycium ferrari,,"<p>Acanthocalycium ferrari. USDA: 8b-11. Frost hardy to 10&deg; F for short durations. Growth Habits: Usually solitary growth to 8"" tall, 5"" diameter. Summer, regular water; winter little to no water. Yellow or orange flowers, up to 2"" diameter. Origin: Argentina.&nbsp;</p>",25 seeds,1.75,instock
828-variation-1,828,Acanthocalycium ferrari,,"<p>Acanthocalycium ferrari. USDA: 8b-11. Frost hardy to 10&deg; F for short durations. Growth Habits: Usually solitary growth to 8"" tall, 5"" diameter. Summer, regular water; winter little to no water. Yellow or orange flowers, up to 2"" diameter. Origin: Argentina.&nbsp;</p>",100 seeds,5.00,instock
828-variation-2,828,Acanthocalycium ferrari,,"<p>Acanthocalycium ferrari. USDA: 8b-11. Frost hardy to 10&deg; F for short durations. Growth Habits: Usually solitary growth to 8"" tall, 5"" diameter. Summer, regular water; winter little to no water. Yellow or orange flowers, up to 2"" diameter. Origin: Argentina.&nbsp;</p>",500 seeds,20.00,instock
828-variation-3,828,Acanthocalycium ferrari,,"<p>Acanthocalycium ferrari. USDA: 8b-11. Frost hardy to 10&deg; F for short durations. Growth Habits: Usually solitary growth to 8"" tall, 5"" diameter. Summer, regular water; winter little to no water. Yellow or orange flowers, up to 2"" diameter. Origin: Argentina.&nbsp;</p>",1000 seeds,35.00,instock
3576,,Seeds Tylecodon wallichii,"SEEDS Succulents T,Succulent Seeds A-Z,Tylecodon Seeds,SUCCULENT SEED INDEX",<p>Tylecodon wallichii.&nbsp;</p>,,,outofstock
3576-variation-0,3576,Seeds Tylecodon wallichii,,<p>Tylecodon wallichii.&nbsp;</p>,25 seeds,1.75,outofstock
829,,Cleistocactus samaipatanus,"Cacti Seed List (A to Z),Cleistocactus,SEEDS  Cacti C,CACTI SEED INDEX","<p>Cleistocactus samaipatanus (Syn. Akersia roseiflora). USDA: 9b-10. Hardy to 25&deg; F. Full sun to light shade. Trailing or erect slender columns, 3 to 5' long. Does better with afternoon shade in hotter locations. Regular water during summer, less water in winter. Lilac pink flowers. Origin: Bolivia, Peru</p>",,,outofstock
829-variation-0,829,Cleistocactus samaipatanus,,"<p>Cleistocactus samaipatanus (Syn. Akersia roseiflora). USDA: 9b-10. Hardy to 25&deg; F. Full sun to light shade. Trailing or erect slender columns, 3 to 5' long. Does better with afternoon shade in hotter locations. Regular water during summer, less water in winter. Lilac pink flowers. Origin: Bolivia, Peru</p>",25 seeds,1.50,outofstock
829-variation-1,829,Cleistocactus samaipatanus,,"<p>Cleistocactus samaipatanus (Syn. Akersia roseiflora). USDA: 9b-10. Hardy to 25&deg; F. Full sun to light shade. Trailing or erect slender columns, 3 to 5' long. Does better with afternoon shade in hotter locations. Regular water during summer, less water in winter. Lilac pink flowers. Origin: Bolivia, Peru</p>",100 seeds,4.35,outofstock
830,,Armatocereus balsasensis,"Cacti Seed List (A to Z),SEEDS Cacti A,Armatocereus,CACTI SEED INDEX","<p>Armatocereus balsasensis. Hardy to 35&deg; F. Tropical cactus, protect fom frost. Full sun to part shade. Columnar tree cactus, up to 33' tall. Regular water summer, little water in winter. Carmine red flowers, 1.5"" in diameter. Origin: Peru (Camajarca, Amazonas).</p>",,,outofstock
830-variation-0,830,Armatocereus balsasensis,,"<p>Armatocereus balsasensis. Hardy to 35&deg; F. Tropical cactus, protect fom frost. Full sun to part shade. Columnar tree cactus, up to 33' tall. Regular water summer, little water in winter. Carmine red flowers, 1.5"" in diameter. Origin: Peru (Camajarca, Amazonas).</p>",25 seeds,1.75,outofstock
836,,Astrophytum crassispinoides,"Cacti Seed List (A to Z),SEEDS Cacti A,Astrophytum,CACTI SEED INDEX",<p>Astrophytum crassispinoides.&nbsp;</p>,,,outofstock
836-variation-0,836,Astrophytum crassispinoides,,<p>Astrophytum crassispinoides.&nbsp;</p>,10 seeds,2.00,outofstock
837,,Astrophytum myriostigma v. columnare,"Cacti Seed List (A to Z),SEEDS Cacti A,Astrophytum,CACTI SEED INDEX","<p>Astrophytum myriostigma v. columnare (Syn: Astrophytum <br />&nbsp;columnaris, Astrophytum columnare)</p>",,,outofstock
837-variation-0,837,Astrophytum myriostigma v. columnare,,"<p>Astrophytum myriostigma v. columnare (Syn: Astrophytum <br />&nbsp;columnaris, Astrophytum columnare)</p>",25 seeds,1.5,outofstock
837-variation-1,837,Astrophytum myriostigma v. columnare,,"<p>Astrophytum myriostigma v. columnare (Syn: Astrophytum <br />&nbsp;columnaris, Astrophytum columnare)</p>",100 seeds,4.50,outofstock
837-variation-2,837,Astrophytum myriostigma v. columnare,,"<p>Astrophytum myriostigma v. columnare (Syn: Astrophytum <br />&nbsp;columnaris, Astrophytum columnare)</p>",500 seeds,20.00,outofstock
837-variation-3,837,Astrophytum myriostigma v. columnare,,"<p>Astrophytum myriostigma v. columnare (Syn: Astrophytum <br />&nbsp;columnaris, Astrophytum columnare)</p>",1000 seeds,30.00,outofstock
838,,Astrophytum myriostigma v. strongylogonum,"Cacti Seed List (A to Z),SEEDS Cacti A,Astrophytum,CACTI SEED INDEX",<p>Astrophytum myriostigma v. strongylogonum. This item ships in 2 weeks.</p>,,,outofstock
838-variation-0,838,Astrophytum myriostigma v. strongylogonum,,<p>Astrophytum myriostigma v. strongylogonum. This item ships in 2 weeks.</p>,100 seeds,8,outofstock
838-variation-1,838,Astrophytum myriostigma v. strongylogonum,,<p>Astrophytum myriostigma v. strongylogonum. This item ships in 2 weeks.</p>,500 seeds,25.00,outofstock
838-variation-2,838,Astrophytum myriostigma v. strongylogonum,,<p>Astrophytum myriostigma v. strongylogonum. This item ships in 2 weeks.</p>,1000 seeds,40.00,outofstock
839,,Astrophytum myriostigma v. tamaulipense,"Cacti Seed List (A to Z),SEEDS Cacti A,Astrophytum,CACTI SEED INDEX",<p>Astrophytum myriostigma v. tamaulipense</p>,,,outofstock
839-variation-0,839,Astrophytum myriostigma v. tamaulipense,,<p>Astrophytum myriostigma v. tamaulipense</p>,25 seeds,1.5,outofstock
839-variation-1,839,Astrophytum myriostigma v. tamaulipense,,<p>Astrophytum myriostigma v. tamaulipense</p>,100 seeds,5.00,outofstock
839-variation-2,839,Astrophytum myriostigma v. tamaulipense,,<p>Astrophytum myriostigma v. tamaulipense</p>,500 seeds,20.00,outofstock
839-variation-3,839,Astrophytum myriostigma v. tamaulipense,,<p>Astrophytum myriostigma v. tamaulipense</p>,1000 seeds,30.00,outofstock
839-variation-4,839,Astrophytum myriostigma v. tamaulipense,,<p>Astrophytum myriostigma v. tamaulipense</p>,5000 seeds,100.00,outofstock
840,,Astrophytum niveum,"Cacti Seed List (A to Z),SEEDS Cacti A,Astrophytum,CACTI SEED INDEX",<p>Astrophytum niveum</p>,,,instock
840-variation-0,840,Astrophytum niveum,,<p>Astrophytum niveum</p>,10 seeds,2.50,instock
3305,,Coryphantha ancistracantha,"SEEDS  Cacti C,CACTI SEED INDEX",<p>Coryphantha ancistracantha</p>,,,outofstock
848,,Austrocephalocereus dolichospermaticus,"Cacti Seed List (A to Z),SEEDS Cacti A,Austrocephalocereus,CACTI SEED INDEX",<p>Austrocephalocereus dolichospermaticus</p>,,,outofstock
848-variation-0,848,Austrocephalocereus dolichospermaticus,,<p>Austrocephalocereus dolichospermaticus</p>,500 seeds,15.00,outofstock
848-variation-1,848,Austrocephalocereus dolichospermaticus,,<p>Austrocephalocereus dolichospermaticus</p>,1000 seeds,26.00,outofstock
848-variation-2,848,Austrocephalocereus dolichospermaticus,,<p>Austrocephalocereus dolichospermaticus</p>,5000 seeds,95.00,outofstock
849,,Austrocephalocereus dybowskii,"Cacti Seed List (A to Z),Austrocephalocereus,SEEDS Cacti A,CACTI SEED INDEX","<p>Austrocephalocereus dybowskii. USDA 10b-11. Hardy to 28&deg; F. Full sun to part shade. Columnar cactus, branching at the base, up to 13' tall, 4"" in diameter. Moderate water year round. Nocturnal, white flowers. Origin: Brazil.</p>",,,instock
849-variation-0,849,Austrocephalocereus dybowskii,,"<p>Austrocephalocereus dybowskii. USDA 10b-11. Hardy to 28&deg; F. Full sun to part shade. Columnar cactus, branching at the base, up to 13' tall, 4"" in diameter. Moderate water year round. Nocturnal, white flowers. Origin: Brazil.</p>",25 seeds,1.50,instock
849-variation-1,849,Austrocephalocereus dybowskii,,"<p>Austrocephalocereus dybowskii. USDA 10b-11. Hardy to 28&deg; F. Full sun to part shade. Columnar cactus, branching at the base, up to 13' tall, 4"" in diameter. Moderate water year round. Nocturnal, white flowers. Origin: Brazil.</p>",100 seeds,3.50,instock
849-variation-2,849,Austrocephalocereus dybowskii,,"<p>Austrocephalocereus dybowskii. USDA 10b-11. Hardy to 28&deg; F. Full sun to part shade. Columnar cactus, branching at the base, up to 13' tall, 4"" in diameter. Moderate water year round. Nocturnal, white flowers. Origin: Brazil.</p>",500 seeds,15,instock
849-variation-3,849,Austrocephalocereus dybowskii,,"<p>Austrocephalocereus dybowskii. USDA 10b-11. Hardy to 28&deg; F. Full sun to part shade. Columnar cactus, branching at the base, up to 13' tall, 4"" in diameter. Moderate water year round. Nocturnal, white flowers. Origin: Brazil.</p>",1000 seeds,27.5,instock
850,,Austrocephalocereus estevesii,"Cacti Seed List (A to Z),SEEDS Cacti A,Austrocephalocereus,CACTI SEED INDEX",<p>Austrocephalocereus estevesii.</p>,,,instock
850-variation-0,850,Austrocephalocereus estevesii,,<p>Austrocephalocereus estevesii.</p>,25 seeds,1.5,instock
850-variation-1,850,Austrocephalocereus estevesii,,<p>Austrocephalocereus estevesii.</p>,100 seeds,4.5,instock
850-variation-2,850,Austrocephalocereus estevesii,,<p>Austrocephalocereus estevesii.</p>,500 seeds,17.5,instock
850-variation-3,850,Austrocephalocereus estevesii,,<p>Austrocephalocereus estevesii.</p>,1000 seeds,30,instock
850-variation-4,850,Austrocephalocereus estevesii,,<p>Austrocephalocereus estevesii.</p>,5000 seeds,85.00,instock
851,,Rebutia albiareolata,"Cacti Seed List (A to Z),SEEDS Cacti Q-R,Rebutia,CACTI SEED INDEX",<p>Rebutia albiareolata - Padcaya/Tarija/Bolivia - HV/B 0120</p>,,,instock
851-variation-0,851,Rebutia albiareolata,,<p>Rebutia albiareolata - Padcaya/Tarija/Bolivia - HV/B 0120</p>,25 seeds,1.50,instock
851-variation-1,851,Rebutia albiareolata,,<p>Rebutia albiareolata - Padcaya/Tarija/Bolivia - HV/B 0120</p>,100 seeds,3.50,instock
851-variation-2,851,Rebutia albiareolata,,<p>Rebutia albiareolata - Padcaya/Tarija/Bolivia - HV/B 0120</p>,500 seeds,13.50,instock
851-variation-3,851,Rebutia albiareolata,,<p>Rebutia albiareolata - Padcaya/Tarija/Bolivia - HV/B 0120</p>,"1,000 seeds",20,instock
