id,parentProductId,title,categories,description,quantity,price,active,status
4363-variation-1,4363,Copiapoa marginata var. bridgesii,,<p>Copiapoa marginata var. bridgesii</p>,100 seeds,5.00,outofstock,private
4364,4364,Coryphantha scheeri var. valida,"Coryphantha,SEEDS  Cacti C,Cacti Seed List (A to Z),CACTI SEED INDEX",<p>Coryphantha scheeri var. valida</p>,,,outofstock,private
4364-variation-0,4364,Coryphantha scheeri var. valida,,<p>Coryphantha scheeri var. valida</p>,25 seeds,1.50,outofstock,private
4364-variation-1,4364,Coryphantha scheeri var. valida,,<p>Coryphantha scheeri var. valida</p>,100 seeds,5,outofstock,private
4365,4365,Mammillaria wilcoxii,"Mammillaria,SEEDS  Cacti M,Cacti Seed List (A to Z),CACTI SEED INDEX",<p>Mammillaria wilcoxii</p>,,,instock,publish
4365-variation-0,4365,Mammillaria wilcoxii,,<p>Mammillaria wilcoxii</p>,25 seeds,1.50,instock,publish
4365-variation-1,4365,Mammillaria wilcoxii,,<p>Mammillaria wilcoxii</p>,100 seeds,4.50,instock,publish
4366,4366,Opuntia microdasys var. pallida,"Opuntia,SEEDS  Cacti O,Cacti Seed List (A to Z),CACTI SEED INDEX",<p>Opuntia microdasys var. pallida</p>,,,outofstock,private
4366-variation-0,4366,Opuntia microdasys var. pallida,,<p>Opuntia microdasys var. pallida</p>,25 seeds,1.50,outofstock,private
4367,4367,Copiapoa megarhiza,"Copiapoa,SEEDS  Cacti C,Cacti Seed List (A to Z),CACTI SEED INDEX",<p>Copiapoa megarhiza</p>,,,outofstock,private
4367-variation-0,4367,Copiapoa megarhiza,,<p>Copiapoa megarhiza</p>,25 seeds,3,outofstock,private
4369,4369,Seeds Aloe imalotensis,"Aloe Seeds,SEEDS Succulents A,Succulent Seeds A-Z,SUCCULENT SEED INDEX",<p>Aloe imalotensis</p>,,,instock,publish
4369-variation-0,4369,Seeds Aloe imalotensis,,<p>Aloe imalotensis</p>,25 seeds,2,instock,publish
4372,4372,Mila pugionifera,"Mila,SEEDS  Cacti M,Cacti Seed List (A to Z),CACTI SEED INDEX",<p>Mila pugionifera.</p>,,,instock,publish
4372-variation-0,4372,Mila pugionifera,,<p>Mila pugionifera.</p>,25 seeds,1.5,instock,publish
4372-variation-1,4372,Mila pugionifera,,<p>Mila pugionifera.</p>,100 seeds,3.5,instock,publish
4372-variation-2,4372,Mila pugionifera,,<p>Mila pugionifera.</p>,500 seeds,13.5,instock,publish
4372-variation-3,4372,Mila pugionifera,,<p>Mila pugionifera.</p>,1000 seeds,24.00,instock,publish
4372-variation-4,4372,Mila pugionifera,,<p>Mila pugionifera.</p>,5000 seeds,75.00,instock,publish
4371,4371,Copiapoa esmeraldana,"Copiapoa,SEEDS  Cacti C,Cacti Seed List (A to Z),CACTI SEED INDEX",<p>Copiapoa esmeraldana</p>,,,outofstock,private
4371-variation-0,4371,Copiapoa esmeraldana,,<p>Copiapoa esmeraldana</p>,25 seeds,2,outofstock,private
4374,4374,Seeds Umbilicus rupestris,"Succulent Seeds A-Z,Umbilicus Seeds,SUCCULENT SEED INDEX","<p><span>Umbilicus rupestris (Wall pennywort) is a fleshy, perennial, edible flowering plant in the stonecrop family Crassulaceae named for its umbilicate leaves. Grows to an average of 25 cm high</span></p>",,,outofstock,private
4374-variation-0,4374,Seeds Umbilicus rupestris,,"<p><span>Umbilicus rupestris (Wall pennywort) is a fleshy, perennial, edible flowering plant in the stonecrop family Crassulaceae named for its umbilicate leaves. Grows to an average of 25 cm high</span></p>",25 seeds,1.5,outofstock,private
4375,4375,Selenicereus validus,"Selenicereus,SEEDS  Cacti S,Cacti Seed List (A to Z),CACTI SEED INDEX",<p>Selenicereus validus</p>,,,instock,publish
4375-variation-0,4375,Selenicereus validus,,<p>Selenicereus validus</p>,25 seeds,1.50,instock,publish
4375-variation-1,4375,Selenicereus validus,,<p>Selenicereus validus</p>,100 seeds,5.00,instock,publish
4375-variation-2,4375,Selenicereus validus,,<p>Selenicereus validus</p>,500 seeds,18.00,instock,publish
4375-variation-3,4375,Selenicereus validus,,<p>Selenicereus validus</p>,"1,000 seeds",34.00,instock,publish
4375-variation-4,4375,Selenicereus validus,,<p>Selenicereus validus</p>,"5,000 seeds",100,instock,publish
4377,4377,Seeds Ruschia loganii,"Ruschia Seeds,SEEDS Succulents R,Succulent Seeds A-Z,SUCCULENT SEED INDEX",<p><span>Ruschia loganii </span></p>,,,instock,publish
4377-variation-0,4377,Seeds Ruschia loganii,,<p><span>Ruschia loganii </span></p>,25 seeds,1.50,instock,publish
4377-variation-1,4377,Seeds Ruschia loganii,,<p><span>Ruschia loganii </span></p>,100 seeds,3.50,instock,publish
4377-variation-2,4377,Seeds Ruschia loganii,,<p><span>Ruschia loganii </span></p>,500 seeds,13.50,instock,publish
4379,4379,"Mammillaria assortment (2.5"" pots)","Mammillaria species,ALL CACTI,Cacti Collections,ALL PLANTS INDEX","<p>Mammillaria assortment. A mix of 2.5"" assorted mammillarias. Plant include pot, soil and label with common and    botanical names.</p>",,,outofstock,private
4379-variation-0,4379,"Mammillaria assortment (2.5"" pots)",,"<p>Mammillaria assortment. A mix of 2.5"" assorted mammillarias. Plant include pot, soil and label with common and    botanical names.</p>",(4) Cacti 2.5 inch plants,25.00,outofstock,private
4379-variation-1,4379,"Mammillaria assortment (2.5"" pots)",,"<p>Mammillaria assortment. A mix of 2.5"" assorted mammillarias. Plant include pot, soil and label with common and    botanical names.</p>",(6) Cacti 2.5 inch plants,35.00,outofstock,private
4379-variation-2,4379,"Mammillaria assortment (2.5"" pots)",,"<p>Mammillaria assortment. A mix of 2.5"" assorted mammillarias. Plant include pot, soil and label with common and    botanical names.</p>",(8) Cacti 2.5 inch plants,42.00,outofstock,private
4379-variation-3,4379,"Mammillaria assortment (2.5"" pots)",,"<p>Mammillaria assortment. A mix of 2.5"" assorted mammillarias. Plant include pot, soil and label with common and    botanical names.</p>",(12) Cacti 2.5 inch plants,65.00,outofstock,private
4379-variation-4,4379,"Mammillaria assortment (2.5"" pots)",,"<p>Mammillaria assortment. A mix of 2.5"" assorted mammillarias. Plant include pot, soil and label with common and    botanical names.</p>",(20) Cacti 2.5 inch plants,100.00,outofstock,private
4379-variation-5,4379,"Mammillaria assortment (2.5"" pots)",,"<p>Mammillaria assortment. A mix of 2.5"" assorted mammillarias. Plant include pot, soil and label with common and    botanical names.</p>",(32) Cacti 2.5 inch plants,150.00,outofstock,private
4380,4380,"Cacti Collection (2.5"" pots)","Cacti Collections,ALL CACTI,ALL PLANTS INDEX","<p>Cactus assortment in 2.5 inch pots. The plants  include:&nbsp; Echinocactus, Ferocactus, Notocactus, Mamillaria,  Opuntia and  others. All plants labeled with common and botanical name.  Care  instructions included.</p>",,,outofstock,private
4380-variation-0,4380,"Cacti Collection (2.5"" pots)",,"<p>Cactus assortment in 2.5 inch pots. The plants  include:&nbsp; Echinocactus, Ferocactus, Notocactus, Mamillaria,  Opuntia and  others. All plants labeled with common and botanical name.  Care  instructions included.</p>",(4) Cacti 2.5 inch plants,25.00,outofstock,private
4380-variation-1,4380,"Cacti Collection (2.5"" pots)",,"<p>Cactus assortment in 2.5 inch pots. The plants  include:&nbsp; Echinocactus, Ferocactus, Notocactus, Mamillaria,  Opuntia and  others. All plants labeled with common and botanical name.  Care  instructions included.</p>",(6) Cacti 2.5 inch plants,35.00,outofstock,private
4380-variation-2,4380,"Cacti Collection (2.5"" pots)",,"<p>Cactus assortment in 2.5 inch pots. The plants  include:&nbsp; Echinocactus, Ferocactus, Notocactus, Mamillaria,  Opuntia and  others. All plants labeled with common and botanical name.  Care  instructions included.</p>",(8) Cacti 2.5 inch plants,42.00,outofstock,private
4380-variation-3,4380,"Cacti Collection (2.5"" pots)",,"<p>Cactus assortment in 2.5 inch pots. The plants  include:&nbsp; Echinocactus, Ferocactus, Notocactus, Mamillaria,  Opuntia and  others. All plants labeled with common and botanical name.  Care  instructions included.</p>",(12) Cacti 2.5 inch plants,65.00,outofstock,private
4380-variation-4,4380,"Cacti Collection (2.5"" pots)",,"<p>Cactus assortment in 2.5 inch pots. The plants  include:&nbsp; Echinocactus, Ferocactus, Notocactus, Mamillaria,  Opuntia and  others. All plants labeled with common and botanical name.  Care  instructions included.</p>",(20) Cacti 2.5 inch plants,100.00,outofstock,private
4380-variation-5,4380,"Cacti Collection (2.5"" pots)",,"<p>Cactus assortment in 2.5 inch pots. The plants  include:&nbsp; Echinocactus, Ferocactus, Notocactus, Mamillaria,  Opuntia and  others. All plants labeled with common and botanical name.  Care  instructions included.</p>",(28) Cacti 2.5 inch plants,135.00,outofstock,private
4380-variation-6,4380,"Cacti Collection (2.5"" pots)",,"<p>Cactus assortment in 2.5 inch pots. The plants  include:&nbsp; Echinocactus, Ferocactus, Notocactus, Mamillaria,  Opuntia and  others. All plants labeled with common and botanical name.  Care  instructions included.</p>",29 or more cacti @ ea.,4.75,outofstock,private
4381,4381,Opuntia Species Mix,"Large Lot Sale,CACTI SEED INDEX","<p>Opuntia Species Seed Mix. (Prickly Pears). Opuntia engelmanii, aciculata, rufida, macrocentra, macrorhiza, phaeacantha, santa rita, basilaris and others.</p>",,,instock,publish
4381-variation-0,4381,Opuntia Species Mix,,"<p>Opuntia Species Seed Mix. (Prickly Pears). Opuntia engelmanii, aciculata, rufida, macrocentra, macrorhiza, phaeacantha, santa rita, basilaris and others.</p>",5000 seeds,75,instock,publish
4382,4382,Seeds Melaleuca nesophila,"Melaleuca Seeds,TREE/SHRUB SEEDS (A to Z),TREE SEEDS (A to Z),TREE & SHRUB SEED INDEX",<p>Melaleuca nesophila</p>,,,outofstock,private
4382-variation-0,4382,Seeds Melaleuca nesophila,,<p>Melaleuca nesophila</p>,100 seeds,3.00,outofstock,private
4385,4385,Seeds Lithops karasmontana v. bella,"Lithops Seeds,SEEDS Succulents L,Mesembryanthemum,Succulent Seeds A-Z,SUCCULENT SEED INDEX",<p>&nbsp;Lithops karasmontana v. bella</p>,,,outofstock,private
4385-variation-0,4385,Seeds Lithops karasmontana v. bella,,<p>&nbsp;Lithops karasmontana v. bella</p>,25 seeds,1.75,outofstock,private
4386,4386,Tarragon - Russian (Artemisia dracunculoides),"Edible Herb Seed List,HERB SEED INDEX","<p>Tarragon - Russian. (Artemisia dracunculoides) Perennial, grows to 2  feet, has aromatic leaves that are used to flavor poultry, fish, eggs,  salads, and salad dressings. 6000 seeds per gram</p>",,,outofstock,private
4386-variation-0,4386,Tarragon - Russian (Artemisia dracunculoides),,"<p>Tarragon - Russian. (Artemisia dracunculoides) Perennial, grows to 2  feet, has aromatic leaves that are used to flavor poultry, fish, eggs,  salads, and salad dressings. 6000 seeds per gram</p>",1 gram (6000 seeds),2.50,outofstock,private
4386-variation-1,4386,Tarragon - Russian (Artemisia dracunculoides),,"<p>Tarragon - Russian. (Artemisia dracunculoides) Perennial, grows to 2  feet, has aromatic leaves that are used to flavor poultry, fish, eggs,  salads, and salad dressings. 6000 seeds per gram</p>",1/10 oz. (15000 seeds),5.00,outofstock,private
4386-variation-2,4386,Tarragon - Russian (Artemisia dracunculoides),,"<p>Tarragon - Russian. (Artemisia dracunculoides) Perennial, grows to 2  feet, has aromatic leaves that are used to flavor poultry, fish, eggs,  salads, and salad dressings. 6000 seeds per gram</p>",1 oz. (25000 seeds),36.00,outofstock,private
4387,4387,Neoporteria rapifera,"Neoporteria,SEEDS  Cacti N,Cacti Seed List (A to Z),CACTI SEED INDEX",<p>Neoporteria rapifera.</p>,,,instock,publish
4387-variation-0,4387,Neoporteria rapifera,,<p>Neoporteria rapifera.</p>,25 seeds,1.5,instock,publish
4387-variation-1,4387,Neoporteria rapifera,,<p>Neoporteria rapifera.</p>,100 seeds,5,instock,publish
4387-variation-2,4387,Neoporteria rapifera,,<p>Neoporteria rapifera.</p>,500 seeds,20,instock,publish
4387-variation-3,4387,Neoporteria rapifera,,<p>Neoporteria rapifera.</p>,1000 seeds,35,instock,publish
4388,4388,Neoporteria senilis,"Neoporteria,SEEDS  Cacti N,Cacti Seed List (A to Z),CACTI SEED INDEX",<p>Neoporteria senilis.</p>,,,instock,publish
4388-variation-0,4388,Neoporteria senilis,,<p>Neoporteria senilis.</p>,25 seeds,1.75,instock,publish
4388-variation-1,4388,Neoporteria senilis,,<p>Neoporteria senilis.</p>,100 seeds,4,instock,publish
4388-variation-2,4388,Neoporteria senilis,,<p>Neoporteria senilis.</p>,500 seeds,15,instock,publish
4389,4389,"Echinopsis 'Dominos'","Echinopsis species,ALL CACTI / SUCCULENTS,ALL CACTI,ALL PLANTS INDEX","<p>Echinopsis Species 'Dominos' includes pot, soil and label with common and    botanical names.</p>",,,outofstock,private
4389-variation-0,4389,"Echinopsis 'Dominos'",,"<p>Echinopsis Species 'Dominos' includes pot, soil and label with common and    botanical names.</p>",2.5 inch plant,6.00,outofstock,private
4389-variation-1,4389,"Echinopsis 'Dominos'",,"<p>Echinopsis Species 'Dominos' includes pot, soil and label with common and    botanical names.</p>",3.5 inch plant,10.00,outofstock,private
4390,4390,"Mammillaria elongata 'Julio'","Mammillaria species,ALL CACTI / SUCCULENTS,ALL CACTI,ALL PLANTS INDEX","<p>Mammillaria elongata 'Julio' Includes pot, soil and label with common and    botanical names.</p>",,,outofstock,private
4390-variation-0,4390,"Mammillaria elongata 'Julio'",,"<p>Mammillaria elongata 'Julio' Includes pot, soil and label with common and    botanical names.</p>",2.5 inch plant,6.00,outofstock,private
4391,4391,Mammillaria mystax,"Mammillaria species,ALL CACTI / SUCCULENTS,ALL CACTI,ALL PLANTS INDEX","<p>Mammillaria mystax Includes pot, soil and label with common and    botanical names.</p>",,,outofstock,private
4391-variation-0,4391,Mammillaria mystax,,"<p>Mammillaria mystax Includes pot, soil and label with common and    botanical names.</p>",2.5 inch plant,6.00,outofstock,private
4391-variation-1,4391,Mammillaria mystax,,"<p>Mammillaria mystax Includes pot, soil and label with common and    botanical names.</p>",3.5 inch plant,10.00,outofstock,private
4392,4392,Trichocereus grandiflorus Hybrids,"Trichocereus species,ALL CACTI,ALL CACTI / SUCCULENTS,ALL PLANTS INDEX","<p><span style=""text-align: left;"" dir=""ltr""> Trichocereus grandiflorus Hybrids. Yellow/orange/red</span></p>",,,outofstock,private
4392-variation-0,4392,Trichocereus grandiflorus Hybrids,,"<p><span style=""text-align: left;"" dir=""ltr""> Trichocereus grandiflorus Hybrids. Yellow/orange/red</span></p>",2.5 inch pot,6.00,outofstock,private
4392-variation-1,4392,Trichocereus grandiflorus Hybrids,,"<p><span style=""text-align: left;"" dir=""ltr""> Trichocereus grandiflorus Hybrids. Yellow/orange/red</span></p>",3.5 inch pot,10.00,outofstock,private
4392-variation-2,4392,Trichocereus grandiflorus Hybrids,,"<p><span style=""text-align: left;"" dir=""ltr""> Trichocereus grandiflorus Hybrids. Yellow/orange/red</span></p>",5 inch plant bare root  (Yellow flower),15.00,outofstock,private
4392-variation-3,4392,Trichocereus grandiflorus Hybrids,,"<p><span style=""text-align: left;"" dir=""ltr""> Trichocereus grandiflorus Hybrids. Yellow/orange/red</span></p>",8 inch plant bare root  (Yellow flower),45.00,outofstock,private
4393,4393,Mammillaria hahniana,"Mammillaria species,ALL CACTI / SUCCULENTS,ALL CACTI,ALL PLANTS INDEX","<p><span>Mammillaria hahniana 'Old Lady Cactus' Includes pot, soil and label with common and    botanical names.</span></p>",,,outofstock,private
4393-variation-0,4393,Mammillaria hahniana,,"<p><span>Mammillaria hahniana 'Old Lady Cactus' Includes pot, soil and label with common and    botanical names.</span></p>",3.5 inch pot,8.00,outofstock,private
4394,4394,Mammillaria gracilis fragilis,"Mammillaria species,ALL CACTI / SUCCULENTS,ALL CACTI,ALL PLANTS INDEX","<p>Mammillaria gracilis fragilis. Includes pot, soil and label with common and    botanical names.</p>",,,outofstock,private
4394-variation-0,4394,Mammillaria gracilis fragilis,,"<p>Mammillaria gracilis fragilis. Includes pot, soil and label with common and    botanical names.</p>",2.5 inch plant,6.00,outofstock,private
